patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_05_46,['Arable land' 'Pastures' 'Urban fabric'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_5_46,S2A_MSIL2A_20180508T104031_5_46,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_05_47,"['Arable land' 'Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Pastures' 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_5_47,S2A_MSIL2A_20180508T104031_5_47,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_02_12,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Pastures' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_2_12,S2A_MSIL2A_20170813T112121_2_12,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_02_14,['Complex cultivation patterns' 'Marine waters' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_2_14,S2A_MSIL2A_20170813T112121_2_14,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_04_66,['Arable land' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_4_66,S2B_MSIL2A_20180515T112110_4_66,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_86_15,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_86_15,S2B_MSIL2A_20170930T095019_86_15,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_04_70,['Arable land' 'Inland waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_4_70,S2B_MSIL2A_20180515T112110_4_70,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_04_71,['Arable land' 'Inland waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_4_71,S2B_MSIL2A_20180515T112110_4_71,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_86_16,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Urban fabric']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_86_16,S2B_MSIL2A_20170930T095019_86_16,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_02_23,"['Arable land' 'Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_2_23,S2A_MSIL2A_20170813T112121_2_23,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_05_68,['Arable land' 'Broad-leaved forest' 'Pastures' 'Urban fabric'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_5_68,S2A_MSIL2A_20180508T104032_5_68,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_06,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_5_6,S2B_MSIL2A_20180515T112110_5_6,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_86_45,['Arable land' 'Complex cultivation patterns' 'Pastures'],train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_86_45,S2B_MSIL2A_20170930T095019_86_45,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_05_90,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_5_90,S2A_MSIL2A_20180508T104032_5_90,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_17,"['Complex cultivation patterns' 'Mixed forest'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_5_17,S2B_MSIL2A_20180515T112110_5_17,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_16,"['Complex cultivation patterns' 'Mixed forest'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_5_16,S2B_MSIL2A_20180515T112110_5_16,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_86_54,"['Arable land' 'Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_86_54,S2B_MSIL2A_20170930T095019_86_54,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_86_61,"['Arable land' 'Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_34UEG_86_61,S2B_MSIL2A_20170930T095019_86_61,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_30,"['Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation'
 'Natural grassland and sparsely vegetated areas' 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_5_30,S2B_MSIL2A_20180515T112110_5_30,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_15,['Mixed forest' 'Pastures'],train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_15,S2A_MSIL2A_20180508T104031_6_15,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_20,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_20,S2A_MSIL2A_20180508T104031_6_20,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_23,"['Complex cultivation patterns' 'Coniferous forest' 'Mixed forest'
 'Pastures' 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_23,S2A_MSIL2A_20180508T104031_6_23,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_24,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Transitional woodland, shrub' 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_24,S2A_MSIL2A_20180508T104031_6_24,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_35,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_35,S2A_MSIL2A_20180508T104031_6_35,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_67,['Arable land' 'Inland waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_5_67,S2B_MSIL2A_20180515T112110_5_67,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_75,['Arable land' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_5_75,S2B_MSIL2A_20180515T112110_5_75,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_03_24,['Broad-leaved forest' 'Complex cultivation patterns'],train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_3_24,S2A_MSIL2A_20170813T112121_3_24,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_03_26,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_3_26,S2A_MSIL2A_20170813T112121_3_26,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_87_31,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_87_31,S2B_MSIL2A_20170930T095019_87_31,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_87,"['Agro-forestry areas' 'Arable land' 'Coastal wetlands'
 'Natural grassland and sparsely vegetated areas' 'Pastures']",train,Portugal,S1B_IW_GRDH_1SDV_20180514T183435_29SND_5_87,S2B_MSIL2A_20180515T112110_5_87,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_69,"['Broad-leaved forest' 'Complex cultivation patterns' 'Pastures'
 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_69,S2A_MSIL2A_20180508T104032_6_69,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_06_00,['Coniferous forest' 'Industrial or commercial units' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_6_0,S2B_MSIL2A_20180515T112110_6_0,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_87_37,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest' 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_87_37,S2B_MSIL2A_20170930T095019_87_37,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_06_06,"['Complex cultivation patterns' 'Coniferous forest'
 'Industrial or commercial units' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_6_6,S2B_MSIL2A_20180515T112110_6_6,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_79,['Arable land' 'Pastures' 'Urban fabric'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_79,S2A_MSIL2A_20180508T104032_6_79,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_81,['Arable land' 'Broad-leaved forest' 'Pastures'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_81,S2A_MSIL2A_20180508T104032_6_81,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_06_15,"['Complex cultivation patterns' 'Mixed forest'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_6_15,S2B_MSIL2A_20180515T112110_6_15,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_06_88,['Broad-leaved forest' 'Pastures' 'Urban fabric'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_6_88,S2A_MSIL2A_20180508T104032_6_88,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_87_56,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_87_56,S2B_MSIL2A_20170930T095019_87_56,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_05,"['Coniferous forest' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub' 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_5,S2A_MSIL2A_20180508T104031_7_5,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_08,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_8,S2A_MSIL2A_20180508T104031_7_8,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_87_69,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_87_69,S2B_MSIL2A_20170930T095019_87_69,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_87_70,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_87_70,S2B_MSIL2A_20170930T095019_87_70,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_22,['Coniferous forest' 'Mixed forest' 'Pastures' 'Urban fabric'],train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_22,S2A_MSIL2A_20180508T104031_7_22,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_87_82,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Industrial or commercial units' 'Inland waters' 'Urban fabric']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_87_82,S2B_MSIL2A_20170930T095019_87_82,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_30,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_30,S2A_MSIL2A_20180508T104031_7_30,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_04_03,['Coastal wetlands' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20170811T183434_29SNC_4_3,S2A_MSIL2A_20170813T112121_4_3,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_04_14,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Natural grassland and sparsely vegetated areas' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_4_14,S2A_MSIL2A_20170813T112121_4_14,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_04_17,['Complex cultivation patterns'],train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_4_17,S2A_MSIL2A_20170813T112121_4_17,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_04_19,['Complex cultivation patterns' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_4_19,S2A_MSIL2A_20170813T112121_4_19,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_04_21,['Complex cultivation patterns'],train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_4_21,S2A_MSIL2A_20170813T112121_4_21,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_50,"['Arable land' 'Complex cultivation patterns' 'Mixed forest' 'Pastures'
 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_50,S2A_MSIL2A_20180508T104031_7_50,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_04_23,"['Complex cultivation patterns' 'Transitional woodland, shrub'
 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_4_23,S2A_MSIL2A_20170813T112121_4_23,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_16,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_88_16,S2B_MSIL2A_20170930T095019_88_16,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_19,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_88_19,S2B_MSIL2A_20170930T095019_88_19,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_21,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_88_21,S2B_MSIL2A_20170930T095019_88_21,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_22,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_88_22,S2B_MSIL2A_20170930T095019_88_22,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_57,['Arable land' 'Broad-leaved forest' 'Coniferous forest' 'Inland waters'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_57,S2A_MSIL2A_20180508T104031_7_57,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_60,['Arable land' 'Broad-leaved forest' 'Coniferous forest' 'Pastures'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_60,S2A_MSIL2A_20180508T104032_7_60,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_25,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_88_25,S2B_MSIL2A_20170930T095019_88_25,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_67,"['Broad-leaved forest' 'Complex cultivation patterns' 'Pastures'
 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_67,S2A_MSIL2A_20180508T104032_7_67,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_75,['Broad-leaved forest' 'Coniferous forest'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_75,S2A_MSIL2A_20180508T104032_7_75,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_79,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_79,S2A_MSIL2A_20180508T104032_7_79,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_13,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_13,S2B_MSIL2A_20180515T112110_7_13,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_07_81,['Arable land' 'Broad-leaved forest' 'Pastures'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_7_81,S2A_MSIL2A_20180508T104032_7_81,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_55,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_88_55,S2B_MSIL2A_20170930T095019_88_55,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_25,"['Moors, heathland and sclerophyllous vegetation' 'Pastures'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_25,S2B_MSIL2A_20180515T112110_7_25,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_27,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Moors, heathland and sclerophyllous vegetation'
 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_27,S2B_MSIL2A_20180515T112110_7_27,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_66,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_88_66,S2B_MSIL2A_20170930T095019_88_66,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_34,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Permanent crops' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_34,S2B_MSIL2A_20180515T112110_7_34,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_39,"['Broad-leaved forest' 'Mixed forest' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_39,S2B_MSIL2A_20180515T112110_7_39,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_79,"['Coniferous forest' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_88_79,S2B_MSIL2A_20170930T095019_88_79,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_46,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_46,S2B_MSIL2A_20180515T112110_7_46,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_82,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Inland waters' 'Pastures' 'Urban fabric']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045057_34UEG_88_82,S2B_MSIL2A_20170930T095019_88_82,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_50,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_50,S2B_MSIL2A_20180515T112110_7_50,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_51,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_51,S2B_MSIL2A_20180515T112110_7_51,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_08_26,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_8_26,S2A_MSIL2A_20180508T104031_8_26,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_08_29,"['Coniferous forest' 'Industrial or commercial units' 'Pastures'
 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_8_29,S2A_MSIL2A_20180508T104031_8_29,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_57,"['Arable land' 'Complex cultivation patterns' 'Permanent crops'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_57,S2B_MSIL2A_20180515T112110_7_57,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_05_12,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Natural grassland and sparsely vegetated areas' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_5_12,S2A_MSIL2A_20170813T112121_5_12,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_89_06,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_89_6,S2B_MSIL2A_20170930T095019_89_6,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_08_43,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_8_43,S2A_MSIL2A_20180508T104031_8_43,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_05_19,['Complex cultivation patterns' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_5_19,S2A_MSIL2A_20170813T112121_5_19,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_05_20,['Complex cultivation patterns' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20170812T063420_29SNC_5_20,S2A_MSIL2A_20170813T112121_5_20,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_89_21,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_89_21,S2B_MSIL2A_20170930T095019_89_21,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_89_24,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_89_24,S2B_MSIL2A_20170930T095019_89_24,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_89_26,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_89_26,S2B_MSIL2A_20170930T095019_89_26,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_08_70,"['Broad-leaved forest' 'Complex cultivation patterns' 'Pastures'
 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_8_70,S2A_MSIL2A_20180508T104032_8_70,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_89_39,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_89_39,S2B_MSIL2A_20170930T095019_89_39,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_08_72,['Arable land' 'Complex cultivation patterns' 'Pastures' 'Urban fabric'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_8_72,S2A_MSIL2A_20180508T104032_8_72,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_08_82,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Pastures' 'Urban fabric']",train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_8_82,S2A_MSIL2A_20180508T104032_8_82,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_09_11,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Transitional woodland, shrub' 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_9_11,S2A_MSIL2A_20180508T104031_9_11,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_09_12,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_9_12,S2A_MSIL2A_20180508T104031_9_12,False,False
